,date,openPrice,highPrice,lowPrice,closePrice,totalSoybeanMealSupply,totalSoybeanMealDemand,soybeanOilSupply,soybeanOilDemand,sunflowerSeedPrice,Month,canolaPrice,peanutsPrice,flaxseedPrice,soybeanOilPrice,cottonseedOilPrice,sunflowerseedOilPrice,canolaOilPrice,peanutOilPrice,cornOilPrice,soybeanMealPrice,cottonseedmealPrice,sunflowerseedMealPrice,linseedMealPrice
394,06/11/2019,916.25,923.0,911.75,920.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
395,06/12/2019,918.75,937.5,913.5,934.25,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
396,06/13/2019,933.75,941.25,933.5,941.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
397,06/14/2019,940.0,947.0,938.25,946.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
398,06/17/2019,949.0,959.5,948.75,957.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
399,06/18/2019,961.0,963.75,950.25,957.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
400,06/19/2019,954.0,958.5,949.75,951.25,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
401,06/20/2019,950.0,965.25,945.5,964.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
402,06/21/2019,964.0,965.75,951.75,952.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
403,06/24/2019,950.25,959.25,949.0,957.25,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
404,06/25/2019,961.5,962.5,946.5,949.5,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
405,06/26/2019,946.75,948.0,940.5,942.0,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
406,06/27/2019,941.0,944.75,934.5,938.75,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
407,06/28/2019,938.75,954.75,938.0,947.75,4051.3,3626.9,3865.5,1891.7,17.9,June,14.9,21.7,9.07,28.24,36.69,51.0,34.63,66.0,27.38,324.75,215.63,143.13,228.88
